,MAE,Loss,config/layers,config/units
391,0.4460046589374542,0.45608755946159363,2,"(8, 8, 32)"
34,0.4463367462158203,0.45495161414146423,2,"(8, 32, 64)"
144,0.4465126693248749,0.4515267610549927,1,"(64, 8, 8)"
324,0.446562260389328,0.4534629285335541,1,"(32, 64, 8)"
189,0.4466313421726227,0.45416831970214844,1,"(64, 64, 64)"
459,0.44670650362968445,0.45474255084991455,1,"(16, 32, 16)"
339,0.4467105269432068,0.45419076085090637,1,"(64, 8, 16)"
274,0.4467182755470276,0.45035961270332336,2,"(16, 32, 64)"
378,0.4468878209590912,0.45407357811927795,1,"(64, 64, 32)"
430,0.4469154477119446,0.45615991950035095,2,"(8, 64, 64)"
321,0.44692665338516235,0.45382437109947205,1,"(32, 32, 64)"
288,0.4469625651836395,0.4528443515300751,1,"(32, 8, 8)"
525,0.44697055220603943,0.45516932010650635,1,"(32, 64, 64)"
445,0.4470556378364563,0.4532155990600586,2,"(16, 16, 8)"
570,0.44707077741622925,0.4517812728881836,1,"(64, 64, 32)"
147,0.44711315631866455,0.4539436995983124,1,"(64, 8, 16)"
73,0.44720643758773804,0.4556235671043396,2,"(16, 32, 8)"
2,0.4472259283065796,0.4533066153526306,3,"(8, 8, 8)"
186,0.4472581446170807,0.4533034563064575,1,"(64, 64, 32)"
333,0.44730257987976074,0.45573022961616516,1,"(32, 64, 64)"
177,0.4474264681339264,0.45350930094718933,1,"(64, 32, 64)"
540,0.44744163751602173,0.4541172981262207,1,"(64, 16, 8)"
206,0.4474647343158722,0.45438528060913086,3,"(8, 16, 8)"
429,0.4475313723087311,0.45753422379493713,1,"(8, 64, 64)"
180,0.44764646887779236,0.4525524973869324,1,"(64, 64, 8)"
342,0.44789573550224304,0.45179980993270874,1,"(64, 8, 32)"
257,0.4479210078716278,0.4496647119522095,3,"(16, 16, 16)"
360,0.44792410731315613,0.45485228300094604,1,"(64, 32, 8)"
230,0.4479314088821411,0.44797495007514954,3,"(8, 64, 8)"
425,0.4482456147670746,0.45868101716041565,3,"(8, 64, 16)"
75,0.4482487440109253,0.4570368230342865,1,"(16, 32, 16)"
212,0.448351114988327,0.45675596594810486,3,"(8, 16, 32)"
280,0.44853320717811584,0.45684701204299927,2,"(16, 64, 16)"
249,0.448703408241272,0.45868733525276184,1,"(16, 8, 64)"
471,0.4487067461013794,0.4560357630252838,1,"(16, 64, 16)"
200,0.44874486327171326,0.4564802348613739,3,"(8, 8, 32)"
453,0.44888901710510254,0.4568621516227722,1,"(16, 16, 64)"
196,0.4490323066711426,0.4589208662509918,2,"(8, 8, 16)"
315,0.44917184114456177,0.458363801240921,1,"(32, 32, 16)"
