,MAE,Loss,config/layers,config/units
168,0.44928860664367676,0.456013023853302,1,"(64, 32, 8)"
477,0.44929245114326477,0.4556855261325836,1,"(16, 64, 64)"
330,0.449374794960022,0.45876258611679077,1,"(32, 64, 32)"
291,0.44941720366477966,0.4590219557285309,1,"(32, 8, 16)"
522,0.44955313205718994,0.4542037546634674,1,"(32, 64, 32)"
70,0.4495930075645447,0.45962488651275635,2,"(16, 16, 64)"
451,0.4497133493423462,0.45685243606567383,2,"(16, 16, 32)"
94,0.4497252106666565,0.4527500867843628,2,"(16, 64, 64)"
409,0.4497411251068115,0.45927107334136963,2,"(8, 32, 8)"
504,0.4498842656612396,0.4563557207584381,1,"(32, 32, 8)"
419,0.4499586224555969,0.45690682530403137,3,"(8, 32, 64)"
193,0.4501635432243347,0.45376071333885193,2,"(8, 8, 8)"
219,0.4502277672290802,0.4582381546497345,1,"(8, 32, 16)"
174,0.45023441314697266,0.45388051867485046,1,"(64, 32, 32)"
135,0.4503553509712219,0.4563797414302826,1,"(32, 64, 16)"
375,0.4505351185798645,0.4573383331298828,1,"(64, 64, 16)"
262,0.45056238770484924,0.45739927887916565,2,"(16, 16, 64)"
5,0.4506112337112427,0.45764967799186707,3,"(8, 8, 16)"
112,0.4506857693195343,0.4552137851715088,2,"(32, 16, 16)"
229,0.4507005214691162,0.45983508229255676,2,"(8, 64, 8)"
15,0.4507659077644348,0.46042758226394653,1,"(8, 16, 16)"
513,0.4507937431335449,0.4580897092819214,1,"(32, 32, 64)"
456,0.4509449005126953,0.45799073576927185,1,"(16, 32, 8)"
507,0.4509927034378052,0.45834800601005554,1,"(32, 32, 16)"
226,0.45114490389823914,0.4560732841491699,2,"(8, 32, 64)"
232,0.4513026177883148,0.45801684260368347,2,"(8, 64, 16)"
264,0.45138755440711975,0.45646044611930847,1,"(16, 32, 8)"
432,0.4514317214488983,0.45820730924606323,1,"(16, 8, 8)"
519,0.45150381326675415,0.46001890301704407,1,"(32, 64, 16)"
90,0.451595664024353,0.4584718942642212,1,"(16, 64, 32)"
84,0.4515983462333679,0.46046891808509827,1,"(16, 64, 8)"
273,0.451646625995636,0.4592103362083435,1,"(16, 32, 64)"
435,0.4518228769302368,0.4608902335166931,1,"(16, 8, 16)"
227,0.45193201303482056,0.45752713084220886,3,"(8, 32, 64)"
309,0.45202401280403137,0.45891323685646057,1,"(32, 16, 64)"
221,0.4520256519317627,0.46366310119628906,3,"(8, 32, 16)"
410,0.45214444398880005,0.45124107599258423,3,"(8, 32, 8)"
27,0.4524046778678894,0.4645440876483917,1,"(8, 32, 16)"
220,0.4524752199649811,0.4543699026107788,2,"(8, 32, 16)"
40,0.4526856243610382,0.46035802364349365,2,"(8, 64, 16)"
217,0.4526977837085724,0.45981565117836,2,"(8, 32, 8)"
33,0.45270437002182007,0.4607768952846527,1,"(8, 32, 64)"
261,0.45275941491127014,0.4593483805656433,1,"(16, 16, 64)"
415,0.45291560888290405,0.4597586691379547,2,"(8, 32, 32)"
194,0.45292457938194275,0.46103939414024353,3,"(8, 8, 8)"
492,0.452944815158844,0.45744845271110535,1,"(32, 16, 8)"
468,0.45298001170158386,0.4610024690628052,1,"(16, 64, 8)"
441,0.45312124490737915,0.46208614110946655,1,"(16, 8, 64)"
447,0.4532550871372223,0.4583533704280853,1,"(16, 16, 16)"
43,0.4533950984477997,0.45642727613449097,2,"(8, 64, 32)"
162,0.45340481400489807,0.45883411169052124,1,"(64, 16, 32)"
31,0.4535187780857086,0.45865604281425476,2,"(8, 32, 32)"
102,0.4535335302352905,0.46072322130203247,1,"(32, 8, 32)"
156,0.4536113440990448,0.4595267176628113,1,"(64, 16, 8)"
416,0.4537912905216217,0.46004074811935425,3,"(8, 32, 32)"
384,0.45388278365135193,0.46340811252593994,1,"(8, 8, 8)"
9,0.45401400327682495,0.4623585641384125,1,"(8, 8, 64)"
18,0.45429372787475586,0.464889794588089,1,"(8, 16, 32)"
204,0.4544261395931244,0.45977672934532166,1,"(8, 16, 8)"
277,0.45465439558029175,0.4568445086479187,2,"(16, 64, 8)"
255,0.45471781492233276,0.45939353108406067,1,"(16, 16, 16)"
411,0.4547984302043915,0.4641386568546295,1,"(8, 32, 16)"
474,0.45492443442344666,0.4632640779018402,1,"(16, 64, 32)"
19,0.45501741766929626,0.46361902356147766,2,"(8, 16, 32)"
267,0.45512282848358154,0.46312645077705383,1,"(16, 32, 16)"
243,0.4551524519920349,0.4617496132850647,1,"(16, 8, 16)"
117,0.4551812708377838,0.4588121175765991,1,"(32, 16, 64)"
238,0.45521605014801025,0.46242159605026245,2,"(8, 64, 64)"
438,0.4552536904811859,0.4620441794395447,1,"(16, 8, 32)"
395,0.4552837312221527,0.46396830677986145,3,"(8, 8, 64)"
495,0.45530033111572266,0.46023765206336975,1,"(32, 16, 16)"
66,0.45558100938796997,0.4642840325832367,1,"(16, 16, 32)"
233,0.45563584566116333,0.45839831233024597,3,"(8, 64, 16)"
120,0.4558475613594055,0.46315932273864746,1,"(32, 32, 8)"
412,0.45605090260505676,0.4624711871147156,2,"(8, 32, 16)"
246,0.4560680389404297,0.4645828604698181,1,"(16, 8, 32)"
207,0.4563588798046112,0.45973673462867737,1,"(8, 16, 16)"
240,0.4563736617565155,0.4680338501930237,1,"(16, 8, 8)"
483,0.45641133189201355,0.4662148356437683,1,"(32, 8, 16)"
427,0.45642784237861633,0.4634774327278137,2,"(8, 64, 32)"
214,0.45648691058158875,0.4634767174720764,2,"(8, 16, 64)"
400,0.45656245946884155,0.46144556999206543,2,"(8, 16, 16)"
270,0.4567699134349823,0.46490854024887085,1,"(16, 32, 32)"
486,0.45679208636283875,0.4626009464263916,1,"(32, 8, 32)"
396,0.45680540800094604,0.4667379558086395,1,"(8, 16, 8)"
54,0.45703378319740295,0.4619811177253723,1,"(16, 8, 32)"
216,0.4571085572242737,0.46415379643440247,1,"(8, 32, 8)"
108,0.4572141468524933,0.46047940850257874,1,"(32, 16, 8)"
417,0.4573453366756439,0.46330446004867554,1,"(8, 32, 64)"
397,0.4574631452560425,0.46431800723075867,2,"(8, 16, 8)"
414,0.45789283514022827,0.4673168659210205,1,"(8, 32, 32)"
386,0.4580870568752289,0.46236690878868103,3,"(8, 8, 8)"
105,0.45823267102241516,0.4616067111492157,1,"(32, 8, 64)"
195,0.4582781195640564,0.4637089669704437,1,"(8, 8, 16)"
211,0.45834413170814514,0.4669990539550781,2,"(8, 16, 32)"
276,0.4585232138633728,0.4663470685482025,1,"(16, 64, 8)"
271,0.4588157832622528,0.4598664343357086,2,"(16, 32, 32)"
23,0.4589143395423889,0.4680183231830597,3,"(8, 16, 64)"
72,0.4589431583881378,0.46230778098106384,1,"(16, 32, 8)"
228,0.45894718170166016,0.4651275873184204,1,"(8, 64, 8)"
303,0.4592941105365753,0.46691247820854187,1,"(32, 16, 16)"
93,0.4592955410480499,0.4660607576370239,1,"(16, 64, 64)"
285,0.4594227075576782,0.46753257513046265,1,"(16, 64, 64)"
126,0.45944350957870483,0.46253517270088196,1,"(32, 32, 32)"
12,0.4594796299934387,0.46872782707214355,1,"(8, 16, 8)"
406,0.45964106917381287,0.46671226620674133,2,"(8, 16, 64)"
39,0.4597228169441223,0.46787044405937195,1,"(8, 64, 16)"
138,0.45983201265335083,0.46660029888153076,1,"(32, 64, 32)"
282,0.4600194990634918,0.46619895100593567,1,"(16, 64, 32)"
399,0.46018537878990173,0.4673198163509369,1,"(8, 16, 16)"
462,0.46053677797317505,0.4674812853336334,1,"(16, 32, 32)"
199,0.460679829120636,0.4687878489494324,2,"(8, 8, 32)"
1,0.4606851041316986,0.47226235270500183,2,"(8, 8, 8)"
111,0.4607047140598297,0.46707674860954285,1,"(32, 16, 16)"
11,0.46115198731422424,0.464345246553421,3,"(8, 8, 64)"
201,0.461383581161499,0.46645882725715637,1,"(8, 8, 64)"
78,0.46194955706596375,0.46632522344589233,1,"(16, 32, 32)"
223,0.4620281159877777,0.46826380491256714,2,"(8, 32, 32)"
235,0.4622447192668915,0.46560046076774597,2,"(8, 64, 32)"
81,0.4623475670814514,0.4686981439590454,1,"(16, 32, 64)"
237,0.462452232837677,0.46920353174209595,1,"(8, 64, 64)"
258,0.4625605642795563,0.4693793058395386,1,"(16, 16, 32)"
385,0.4626551568508148,0.4668284058570862,2,"(8, 8, 8)"
222,0.46284446120262146,0.4695831537246704,1,"(8, 32, 32)"
423,0.4628753662109375,0.46643778681755066,1,"(8, 64, 16)"
279,0.4629543125629425,0.46945834159851074,1,"(16, 64, 16)"
420,0.4629702568054199,0.47381791472435,1,"(8, 64, 8)"
426,0.4632467031478882,0.4713253378868103,1,"(8, 64, 32)"
450,0.46325138211250305,0.46695762872695923,1,"(16, 16, 32)"
60,0.46360892057418823,0.47207149863243103,1,"(16, 16, 8)"
69,0.4639395475387573,0.46812760829925537,1,"(16, 16, 64)"
465,0.4640103876590729,0.4653211832046509,1,"(16, 32, 64)"
306,0.4643101692199707,0.47082772850990295,1,"(32, 16, 32)"
63,0.46453267335891724,0.4705345034599304,1,"(16, 16, 16)"
408,0.46496695280075073,0.4706341624259949,1,"(8, 32, 8)"
516,0.46524766087532043,0.4701240062713623,1,"(32, 64, 8)"
51,0.4653177857398987,0.46916037797927856,1,"(16, 8, 16)"
213,0.4654592275619507,0.47085949778556824,1,"(8, 16, 64)"
4,0.4659382104873657,0.46828189492225647,2,"(8, 8, 16)"
48,0.46603402495384216,0.47368472814559937,1,"(16, 8, 8)"
123,0.4660615026950836,0.469414085149765,1,"(32, 32, 16)"
390,0.4661204516887665,0.4723633825778961,1,"(8, 8, 32)"
402,0.466147243976593,0.4757729172706604,1,"(8, 16, 32)"
87,0.4663708209991455,0.4731113016605377,1,"(16, 64, 16)"
394,0.4670381247997284,0.4691747725009918,2,"(8, 8, 64)"
3,0.4674339294433594,0.47388479113578796,1,"(8, 8, 16)"
393,0.46815869212150574,0.4764823317527771,1,"(8, 8, 64)"
6,0.4686742126941681,0.4768943190574646,1,"(8, 8, 32)"
198,0.4687982499599457,0.4769386053085327,1,"(8, 8, 32)"
21,0.4695391058921814,0.4729069471359253,1,"(8, 16, 64)"
231,0.4702392518520355,0.4746270477771759,1,"(8, 64, 16)"
388,0.47070956230163574,0.4754764437675476,2,"(8, 8, 16)"
225,0.47086116671562195,0.47956371307373047,1,"(8, 32, 64)"
30,0.47089219093322754,0.47839659452438354,1,"(8, 32, 32)"
45,0.4712507724761963,0.4776453971862793,1,"(8, 64, 64)"
7,0.4750935435295105,0.47863197326660156,2,"(8, 8, 32)"
234,0.4757690131664276,0.4819240868091583,1,"(8, 64, 32)"
431,0.47681310772895813,0.482596218585968,3,"(8, 64, 64)"
0,0.4786253571510315,0.4839048981666565,1,"(8, 8, 8)"
36,0.4812043011188507,0.4868276119232178,1,"(8, 64, 8)"
24,0.4814014434814453,0.48373034596443176,1,"(8, 32, 8)"
192,0.4815267324447632,0.48757532238960266,1,"(8, 8, 8)"
42,0.4991639256477356,0.4986298382282257,1,"(8, 64, 32)"
387,0.5034306645393372,0.49418461322784424,1,"(8, 8, 16)"
